Fecha, Calle, Tipo de Siniestro, Gravedad, Dia Semana, Hora, Departamento, Localidad, fixed, X, Y 
8/1/2021, FRANCISCO ECHAGOYEN, COLISIÓN CON OBSTÁCULO EN CALZADA, SIN LESIONADOS, VIERNES, 19, MONTEVIDEO, MONTEVIDEO, 1, 577525, 6143410 
8/1/2021, AVELINO MIRANDA, ATROPELLO DE PEATÓN, LEVE, VIERNES, 22, MONTEVIDEO, MONTEVIDEO, 1, 576430, 6138460 
9/1/2021, RAMBLA REPUBLICA DE MEXICO, DESPISTE, LEVE, SÁBADO, 8, MONTEVIDEO, MONTEVIDEO, 1, 586275, 6138595 
9/1/2021, COLONIA, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 8, MONTEVIDEO, MONTEVIDEO, 1, 574910, 6137475 
9/1/2021, GENERAL URQUIZA, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 12, MONTEVIDEO, MONTEVIDEO, 1, 576835, 6139215 
9/1/2021, MARCELINO SOSA, COLISIÓN ENTRE VEHÍCULOS, GRAVE, SÁBADO, 15, MONTEVIDEO, MONTEVIDEO, 1, 574700, 6139910 
10/1/2021, MENDOZA, COLISIÓN ENTRE VEHÍCULOS, LEVE, DOMINGO, 16, MONTEVIDEO, MONTEVIDEO, 1, 573420, 6139500 
10/1/2021, AVENIDA ITALIA, COLISIÓN ENTRE VEHÍCULOS, LEVE, DOMINGO, 16, MONTEVIDEO, MONTEVIDEO, 1, 580040, 6139130 
10/1/2021, AVENIDA LUIS BATLLE BERRES, COLISIÓN ENTRE VEHÍCULOS, LEVE, DOMINGO, 19, MONTEVIDEO, MONTEVIDEO, 1, 570190, 6142660 
10/1/2021, BURDEOS, COLISIÓN CON OBSTÁCULO EN CALZADA, LEVE, DOMINGO, 19, MONTEVIDEO, MONTEVIDEO, 1, 567990, 6140180 
10/1/2021, MARTIRES DE LA INDUSTRIA FRIGORIFICA, ATROPELLO DE PEATÓN, LEVE, DOMINGO, 21, MONTEVIDEO, MONTEVIDEO, 1, 566380, 6141850 
11/1/2021, AVENIDA ITALIA, ATROPELLO DE PEATÓN, LEVE, LUNES, 8, MONTEVIDEO, MONTEVIDEO, 1, 576510, 6138400 
11/1/2021, CAMINO LAS HIGUERITAS, DESPISTE, LEVE, LUNES, 11, MONTEVIDEO, MONTEVIDEO, 1, 566160, 6146110 
11/1/2021, SANTA LUCIA, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 9, MONTEVIDEO, MONTEVIDEO, 1, 568465, 6144745 
11/1/2021, CERRITO, DESPISTE, LEVE, LUNES, 13, MONTEVIDEO, MONTEVIDEO, 1, 572630, 6137235 
11/1/2021, ROCHA, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 17, MONTEVIDEO, MONTEVIDEO, 1, 574610, 6139950 
11/1/2021, CAMINO CORRALES, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 20, MONTEVIDEO, MONTEVIDEO, 1, 577390, 6143510 
12/1/2021, AVENIDA LUIS BATLLE BERRES, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 6, MONTEVIDEO, MONTEVIDEO, 1, 562065, 6147575 
12/1/2021, AVENIDA URUGUAY, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 7, MONTEVIDEO, MONTEVIDEO, 1, 574260, 6137440 
12/1/2021, GALICIA, ATROPELLO DE PEATÓN, LEVE, MARTES, 10, MONTEVIDEO, MONTEVIDEO, 1, 574130, 6137740 
12/1/2021, CAMINO PASO DE LA ESPAÑOLA, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 10, MONTEVIDEO, MONTEVIDEO, 1, 579520, 6147835 
12/1/2021, RUTA CESAR MAYO GUTIERREZ, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 13, MONTEVIDEO, MONTEVIDEO, 1, 570935, 6149145 
12/1/2021, PRUSIA, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 14, MONTEVIDEO, MONTEVIDEO, 1, 568740, 6139290 
12/1/2021, DOCTOR BARRIOS AMORIN, COLISIÓN ENTRE VEHÍCULOS, GRAVE, MARTES, 15, MONTEVIDEO, MONTEVIDEO, 1, 574515, 6136830 
12/1/2021, AVENIDA DAMASO ANTONIO LARRAÑAGA, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 14, MONTEVIDEO, MONTEVIDEO, 1, 577475, 6141355 
12/1/2021, CALLAO, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 16, MONTEVIDEO, MONTEVIDEO, 1, 577725, 6142690 
12/1/2021, SAN MARINO, CAÍDA, LEVE, MARTES, 18, MONTEVIDEO, MONTEVIDEO, 1, 584650, 6138275 
12/1/2021, AVENIDA JOSE PEDRO VARELA, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 18, MONTEVIDEO, MONTEVIDEO, 1, 577490, 6141690 
12/1/2021, AVENIDA JOSE PEDRO VARELA, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 21, MONTEVIDEO, MONTEVIDEO, 1, 576510, 6141290 
12/1/2021, CONCILIACION, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 21, MONTEVIDEO, MONTEVIDEO, 1, 571335, 6141565 
14/3/2021, AVENIDA ITALIA, DESPISTE, SIN LESIONADOS, DOMINGO, 13, MONTEVIDEO, MONTEVIDEO, 1, 576860, 6138615 
7/3/2021, DOCTOR JUAN PAULLIER, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, DOMINGO, 17, MONTEVIDEO, MONTEVIDEO, 1, 575770, 6139010 
24/1/2021, SIN DATOS, CAÍDA, SIN LESIONADOS, DOMINGO, 12, MONTEVIDEO, MONTEVIDEO, 1, 566020, 6143005 
31/3/2021, RUTA NACIONAL UNO, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 21, MONTEVIDEO, MONTEVIDEO, 1, 568335, 6141775 
31/3/2021, AVENIDA ITALIA, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, MIÉRCOLES, 23, MONTEVIDEO, MONTEVIDEO, 1, 580295, 6139115 
31/3/2021, AVENIDA DAMASO ANTONIO LARRAÑAGA, COLISIÓN ENTRE VEHÍCULOS, GRAVE, MIÉRCOLES, 23, MONTEVIDEO, MONTEVIDEO, 1, 577625, 6142215 
26/3/2021, CAMINO MANUEL MARIA FLORES, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 19, MONTEVIDEO, SIN DATOS, 1, 560775, 6146330 
13/1/2021, BOULEVARD GENERAL ARTIGAS, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, MIÉRCOLES, 15, MONTEVIDEO, MONTEVIDEO, 1, 576110, 6140515 
14/1/2021, HIPOLITO YRIGOYEN, COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 10, MONTEVIDEO, MONTEVIDEO, 1, 580800, 6140885 
14/1/2021, CALLAO, COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 14, MONTEVIDEO, MONTEVIDEO, 1, 577200, 6142960 
14/1/2021, AVENIDA GENERAL EUGENIO GARZON, COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 15, MONTEVIDEO, MONTEVIDEO, 1, 571320, 6145805 
14/1/2021, CAMINO CAPITAN TULA, DESPISTE, SIN LESIONADOS, JUEVES, 19, MONTEVIDEO, MONTEVIDEO, 1, 578135, 6146430 
14/1/2021, RUTA 1 ENTRE HEREDIA Y HUMBOLT., COLISIÓN ENTRE VEHÍCULOS, GRAVE, JUEVES, 21, MONTEVIDEO, MONTEVIDEO, 1, 570190, 6140900 
15/1/2021, AVENIDA DIECIOCHO DE JULIO, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 8, MONTEVIDEO, MONTEVIDEO, 1, 573465, 6137060 
15/1/2021, AVENIDA JOSE BELLONI, CAÍDA, LEVE, VIERNES, 11, MONTEVIDEO, SIN DATOS, 1, 579000, 6150900 
15/1/2021, MANUEL VICENTE PAGOLA, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 12, MONTEVIDEO, MONTEVIDEO, 1, 578040, 6136760 
15/1/2021, BUXAREO, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, VIERNES, 15, MONTEVIDEO, MONTEVIDEO, 1, 578195, 6137035 
15/1/2021, ORINOCO, ATROPELLO DE PEATÓN, LEVE, VIERNES, 15, MONTEVIDEO, MONTEVIDEO, 1, 582260, 6138135 
15/1/2021, RUTA 5 KM 11.500, ATROPELLO DE ANIMALES, LEVE, VIERNES, 16, MONTEVIDEO, SIN DATOS, 1, 567730, 6147525 
15/1/2021, BOULEVARD GENERAL ARTIGAS, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 17, MONTEVIDEO, MONTEVIDEO, 1, 576135, 6140245 
15/1/2021, AVENIDA JOSE BELLONI, CAÍDA, LEVE, VIERNES, 19, MONTEVIDEO, MONTEVIDEO, 1, 578965, 6148220 
15/1/2021, BOULEVARD ESPAÑA, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 21, MONTEVIDEO, MONTEVIDEO, 1, 577330, 6136170 
15/1/2021, AVENIDA BOLIVIA ESQ . DOCTOR ELIAS REGULES, COLISIÓN ENTRE VEHÍCULOS, FATAL, VIERNES, 21, MONTEVIDEO, MONTEVIDEO, 1, 583005, 6140410 
16/1/2021, BOULEVARD GENERAL ARTIGAS, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 5, MONTEVIDEO, MONTEVIDEO, 1, 575370, 6141030 
3/2/2021, BULGARIA, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 13, MONTEVIDEO, MONTEVIDEO, 1, 567195, 6140060 
3/2/2021, AVENIDA ITALIA, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 14, MONTEVIDEO, MONTEVIDEO, 1, 577885, 6138970 
3/2/2021, CAMINO CARRASCO, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 18, MONTEVIDEO, MONTEVIDEO, 1, 582185, 6140790 
4/2/2021, MADRID, COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 12, MONTEVIDEO, MONTEVIDEO, 1, 574325, 6138560 
5/2/2021, AVENIDA DOCTOR CARLOS MARIA RAMIREZ, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 11, MONTEVIDEO, MONTEVIDEO, 1, 568305, 6140640 
5/2/2021, MISIONES, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 12, MONTEVIDEO, MONTEVIDEO, 1, 572590, 6136800 
5/2/2021, NICARAGUA, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 14, MONTEVIDEO, MONTEVIDEO, 1, 574130, 6138385 
5/2/2021, AVENIDA ITALIA, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 17, MONTEVIDEO, MONTEVIDEO, 1, 585180, 6140080 
6/2/2021, LANUS, ATROPELLO DE PEATÓN, LEVE, SÁBADO, 6, MONTEVIDEO, MONTEVIDEO, 1, 569980, 6148425 
6/2/2021, MAGALLANES, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 8, MONTEVIDEO, MONTEVIDEO, 1, 574910, 6137475 
6/2/2021, GRECIA, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 10, MONTEVIDEO, MONTEVIDEO, 1, 568530, 6139965 
7/2/2021, AVENIDA DE LAS LEYES, COLISIÓN ENTRE VEHÍCULOS, LEVE, DOMINGO, 0, MONTEVIDEO, MONTEVIDEO, 1, 574420, 6138800 
7/2/2021, RUTA CIENTODOS - PERIMETRAL, COLISIÓN ENTRE VEHÍCULOS, GRAVE, DOMINGO, 16, MONTEVIDEO, MONTEVIDEO, 1, 582510, 6149595 
8/2/2021, AVENIDA GONZALO RAMIREZ, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 6, MONTEVIDEO, MONTEVIDEO, 1, 575190, 6136395 
8/2/2021, AVENIDA DIECIOCHO DE JULIO, ATROPELLO DE PEATÓN, LEVE, LUNES, 7, MONTEVIDEO, MONTEVIDEO, 1, 575585, 6137665 
8/2/2021, AVENIDA LEZICA, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 20, MONTEVIDEO, MONTEVIDEO, 1, 571080, 6148355 
8/2/2021, AVENIDA MILLAN, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 21, MONTEVIDEO, MONTEVIDEO, 1, 573205, 6143535 
9/2/2021, GENERAL JUAN MANUEL PAGOLA, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 14, MONTEVIDEO, MONTEVIDEO, 1, 575130, 6138760 
9/2/2021, EGIPTO, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 19, MONTEVIDEO, MONTEVIDEO, 1, 568870, 6139105 
10/2/2021, TOMAS DE TEZANOS, DESPISTE, LEVE, MIÉRCOLES, 10, MONTEVIDEO, MONTEVIDEO, 1, 579280, 6137585 
10/2/2021, CADIZ, COLISIÓN ENTRE VEHÍCULOS, GRAVE, MIÉRCOLES, 18, MONTEVIDEO, MONTEVIDEO, 1, 576605, 6140095 
10/2/2021, AVENIDA GENERAL FLORES, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 21, MONTEVIDEO, MONTEVIDEO, 1, 577730, 6144435 
11/2/2021, BOULEVARD GENERAL ARTIGAS, CAÍDA, LEVE, JUEVES, 17, MONTEVIDEO, MONTEVIDEO, 1, 575170, 6141015 
12/2/2021, CAMINO MALDONADO, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 9, MONTEVIDEO, MONTEVIDEO, 1, 580085, 6144175 
12/2/2021, AVENIDA DOCTOR CARLOS MARIA RAMIREZ, ATROPELLO DE PEATÓN, LEVE, VIERNES, 18, MONTEVIDEO, MONTEVIDEO, 1, 569875, 6141590 
13/2/2021, DOCTOR JUAN JOSE DE AMEZAGA, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 8, MONTEVIDEO, MONTEVIDEO, 1, 575730, 6139475 
13/2/2021, CAMINO CARRASCO, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 15, MONTEVIDEO, MONTEVIDEO, 1, 579915, 6140655 
14/2/2021, AVENIDA JOSE BELLONI, COLISIÓN CON OBSTÁCULO EN CALZADA, GRAVE, DOMINGO, 2, MONTEVIDEO, MONTEVIDEO, 1, 578965, 6148220 
14/2/2021, CANELONES, COLISIÓN ENTRE VEHÍCULOS, LEVE, DOMINGO, 4, MONTEVIDEO, MONTEVIDEO, 1, 575150, 6136880 
15/2/2021, CAMINO CORONEL RAIZ, DESPISTE, SIN LESIONADOS, LUNES, 0, MONTEVIDEO, MONTEVIDEO, 1, 573045, 6144550 
15/2/2021, CAMINO MALDONADO, CAÍDA, LEVE, LUNES, 2, MONTEVIDEO, MONTEVIDEO, 1, 579385, 6142665 
15/2/2021, JAIME ROLDOS Y PONS, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 15, MONTEVIDEO, MONTEVIDEO, 1, 576815, 6141630 
15/2/2021, BOULEVARD APARICIO SARAVIA, ATROPELLO DE PEATÓN, GRAVE, LUNES, 17, MONTEVIDEO, MONTEVIDEO, 1, 573105, 6145830 
16/2/2021, AUSTRIA, DESPISTE, LEVE, MARTES, 20, MONTEVIDEO, MONTEVIDEO, 1, 566690, 6139555 
18/2/2021, BOULEVARD GENERAL ARTIGAS, COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 14, MONTEVIDEO, MONTEVIDEO, 1, 576515, 6135575 
18/2/2021, IGUA, COLISIÓN ENTRE VEHÍCULOS, GRAVE, JUEVES, 14, MONTEVIDEO, MONTEVIDEO, 1, 581765, 6140150 
18/2/2021, CERRO LARGO, COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 15, MONTEVIDEO, MONTEVIDEO, 1, 573630, 6137600 
18/2/2021, ANGEL SALVO, CAÍDA, LEVE, JUEVES, 15, MONTEVIDEO, MONTEVIDEO, 1, 571760, 6142020 
18/2/2021, AVENIDA DE LAS INSTRUCCIONES, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, JUEVES, 15, MONTEVIDEO, MONTEVIDEO, 1, 574085, 6145110 
18/2/2021, BLANDENGUES, ATROPELLO DE PEATÓN, LEVE, JUEVES, 16, MONTEVIDEO, MONTEVIDEO, 1, 574830, 6139505 
19/2/2021, AVENIDA GENERAL EUGENIO GARZON, CAÍDA, LEVE, VIERNES, 13, MONTEVIDEO, MONTEVIDEO, 1, 570925, 6143125 
19/2/2021, GENERAL URQUIZA, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 13, MONTEVIDEO, MONTEVIDEO, 1, 576665, 6138975 
19/2/2021, DOCTOR PEDRO CASTELLINO, COLISIÓN ENTRE VEHÍCULOS, GRAVE, VIERNES, 15, MONTEVIDEO, MONTEVIDEO, 1, 568010, 6140705 
18/2/2021, AVENIDA DIECIOCHO DE JULIO, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, JUEVES, 17, MONTEVIDEO, MONTEVIDEO, 1, 574285, 6137130 
19/2/2021, AVENIDA DOCTOR SANTIN CARLOS ROSSI, ATROPELLO DE PEATÓN, LEVE, VIERNES, 14, MONTEVIDEO, MONTEVIDEO, 1, 568305, 6140640 
19/2/2021, GOBERNADOR VIANA, CAÍDA, LEVE, VIERNES, 14, MONTEVIDEO, MONTEVIDEO, 1, 578550, 6140270 
20/2/2021, BOULEVARD GENERAL ARTIGAS, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 10, MONTEVIDEO, MONTEVIDEO, 1, 575065, 6141000 
20/2/2021, CAMINO CARRASCO, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 17, MONTEVIDEO, MONTEVIDEO, 1, 585045, 6140975 
21/2/2021, AVENIDA DIECIOCHO DE JULIO, CAÍDA, LEVE, DOMINGO, 7, MONTEVIDEO, MONTEVIDEO, 1, 576110, 6137905 
21/2/2021, AVENIDA FERNANDEZ CRESPO, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, DOMINGO, 21, MONTEVIDEO, MONTEVIDEO, 1, 575195, 6137825 
22/2/2021, CAMINO PAJAS BLANCAS, COLISIÓN CON OBSTÁCULO EN CALZADA, LEVE, LUNES, 5, MONTEVIDEO, SIN DATOS, 1, 558740, 6143685 
22/2/2021, AVENIDA AGRACIADA, ATROPELLO DE PEATÓN, LEVE, LUNES, 14, MONTEVIDEO, MONTEVIDEO, 1, 571755, 6142160 
19/2/2021, AVENIDA DOCTOR LUIS ALBERTO DE HERRERA, ATROPELLO DE PEATÓN, LEVE, VIERNES, 19, MONTEVIDEO, MONTEVIDEO, 1, 578790, 6137295 
22/2/2021, AVENIDA JOSE BELLONI, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 14, MONTEVIDEO, MONTEVIDEO, 1, 578795, 6144440 
23/2/2021, AVENIDA DE LAS INSTRUCCIONES, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 7, MONTEVIDEO, MONTEVIDEO, 1, 578670, 6150485 
23/2/2021, VIA_PUBLICA, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 16, MONTEVIDEO, MONTEVIDEO, 1, 574020, 6137835 
24/2/2021, INCA, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 9, MONTEVIDEO, MONTEVIDEO, 1, 575120, 6138865 
24/2/2021, AVENIDA JOSE BELLONI, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 15, MONTEVIDEO, MONTEVIDEO, 1, 578575, 6146110 
24/2/2021, AVENIDA ITALIA, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 18, MONTEVIDEO, MONTEVIDEO, 1, 582105, 6139225 
25/2/2021, AVENIDA DIECIOCHO DE JULIO, COLISIÓN ENTRE VEHÍCULOS, LEVE, JUEVES, 1, MONTEVIDEO, MONTEVIDEO, 1, 575370, 6137570 
25/2/2021, SIN DATOS, CAÍDA, LEVE, JUEVES, 17, MONTEVIDEO, MONTEVIDEO, 1, 559060, 6150170 
26/2/2021, AVENIDA GENERAL EUGENIO GARZON, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 9, MONTEVIDEO, MONTEVIDEO, 1, 571330, 6146450 
26/2/2021, VIA_PUBLICA, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 19, MONTEVIDEO, MONTEVIDEO, 1, 574820, 6137885 
26/2/2021, PAN DE AZUCAR, COLISIÓN ENTRE VEHÍCULOS, LEVE, VIERNES, 21, MONTEVIDEO, MONTEVIDEO, 1, 579180, 6140750 
27/2/2021, SANTIAGO SIERRA, COLISIÓN ENTRE VEHÍCULOS, LEVE, SÁBADO, 17, MONTEVIDEO, MONTEVIDEO, 1, 576460, 6142600 
27/2/2021, CUAREIM, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, SÁBADO, 12, MONTEVIDEO, MONTEVIDEO, 1, 573980, 6137105 
28/2/2021, SIN DATOS, CAÍDA, LEVE, DOMINGO, 16, MONTEVIDEO, SIN DATOS, 1, 569880, 6151100 
28/2/2021, SIN DATOS, ATROPELLO DE PEATÓN, LEVE, DOMINGO, 21, MONTEVIDEO, SIN DATOS, 1, 562760, 6144475 
1/3/2021, AVENIDA ESTANISLAO LOPEZ, COLISIÓN ENTRE VEHÍCULOS, LEVE, LUNES, 12, MONTEVIDEO, MONTEVIDEO, 1, 581345, 6138985 
1/3/2021, AVENIDA GENERAL RIVERA, ATROPELLO DE PEATÓN, LEVE, LUNES, 15, MONTEVIDEO, MONTEVIDEO, 1, 580255, 6138155 
1/3/2021, ETIOPIA, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, LUNES, 19, MONTEVIDEO, MONTEVIDEO, 1, 566910, 6139205 
2/3/2021, JOSE ENRIQUE RODO, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 11, MONTEVIDEO, MONTEVIDEO, 1, 575050, 6137170 
2/3/2021, AVENIDA CENTENARIO, ATROPELLO DE PEATÓN, LEVE, MARTES, 10, MONTEVIDEO, MONTEVIDEO, 1, 577420, 6139420 
2/3/2021, IBIROCAHY, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 13, MONTEVIDEO, MONTEVIDEO, 1, 574725, 6143190 
2/3/2021, AVENIDA DOCTOR LUIS ALBERTO DE HERRERA, COLISIÓN ENTRE VEHÍCULOS, LEVE, MARTES, 21, MONTEVIDEO, MONTEVIDEO, 1, 572990, 6142520 
3/3/2021, AVENIDA JOSE PEDRO VARELA, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, MIÉRCOLES, 10, MONTEVIDEO, MONTEVIDEO, 1, 576510, 6141290 
2/3/2021, AVENIDA FERNANDEZ CRESPO, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, MARTES, 13, MONTEVIDEO, MONTEVIDEO, 1, 574570, 6138395 
3/3/2021, AVENIDA DOCTOR LUIS ALBERTO DE HERRERA, COLISIÓN ENTRE VEHÍCULOS, SIN LESIONADOS, MIÉRCOLES, 14, MONTEVIDEO, MONTEVIDEO, 1, 576125, 6141125 
3/3/2021, OSVALDO CRUZ, COLISIÓN ENTRE VEHÍCULOS, LEVE, MIÉRCOLES, 15, MONTEVIDEO, MONTEVIDEO, 1, 578735, 6142855 
